item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
NRD-MOZZ0113,Sisu Mozzarella Diced 1kg,"Mozzarella Diced, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,175.36
NRD-FULL0290,Fjordal Full Cream Milk Fresh 1L,"Full Cream Milk Fresh, pack: 1L. Brand Fjordal. Sold per Nos.",Fjordal,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",989224842216,FJO490142,0,150,345.12
NRD-PUFF0314,Fjordal Puff Pastry Block 2kg,"Puff Pastry Block, pack: 2kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,0,237.67
NRD-MOZZ0315,Halberg Mozzarella Block 1kg,"Mozzarella Block, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,324.91
NRD-POTA0325,Nordvik Potato Fries Wedge 1kg,"Potato Fries Wedge, pack: 1kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",985567258103,NOR871763,0,3,393.94
NRD-PRAW0013,Fjordal Prawn 21/25 2kg,"Prawn 21/25, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",989611008406,,0,12,57.29
NRD-BUTT0273,Cape Bay Butter Unsalted Block 5kg,"Butter Unsalted Block, pack: 5kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,3,34.11
NRD-PRAW0352,Nordvik Prawn PDTO 2kg,"Prawn PDTO, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,NOR855599,0,12,198.57
NRD-BEEF0425,Cape Bay Beef Patty 200g 12s,"Beef Patty 200g, pack: 12s. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,CAP636520,0,12,387.55
NRD-BEEF0278,Sisu Beef Patty 200g 24s,"Beef Patty 200g, pack: 24s. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,900,261.79
NRD-FULL0447,Cape Bay Full Cream Milk Fresh 2L,"Full Cream Milk Fresh, pack: 2L. Brand Cape Bay. Sold per Nos.",Cape Bay,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,150,290.53
NRD-PRAW0337,Golden Pantry Prawn PDTO 2kg,"Prawn PDTO, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",910410392181,,0,40,57.25
NRD-MISC006,DELIVERY FEE,,,All Items > Frozen > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
NRD-POTA0463,Halberg Potato Fries Crinkle 1kg,"Potato Fries Crinkle, pack: 1kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",984140226070,,0,3,317.53
NRD-SQUI0282,Nordvik Squid Ring Raw 2kg,"Squid Ring Raw, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",988755055059,,0,0,435.38
NRD-PRAW0067,Nordvik Prawn 16/20 2kg,"Prawn 16/20, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",926366357745,,0,900,209.22
NRD-BUTT0402,Nordvik Butter Unsalted Block 5kg,"Butter Unsalted Block, pack: 5kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,40,435.48
NRD-SQUI0071,Sisu Squid Ring Breaded 2kg,"Squid Ring Breaded, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,421.9
NRD-BUTT0422,Fjordal Butter Unsalted Sheet 500g,"Butter Unsalted Sheet, pack: 500g. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,FJO922019,0,900,295.01
NRD-POTA0371,Fjordal Potato Fries 10mm 1kg,"Potato Fries 10mm, pack: 1kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,40,185.6
NRD-PRAW0342,Nordvik Prawn 31/40 1kg,"Prawn 31/40, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,NOR452883,0,0,186.79
NRD-POTA0156,Halberg Potato Fries 10mm 1kg,"Potato Fries 10mm, pack: 1kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,HAL442720,0,0,7.8
NRD-VANI0390,Fjordal Vanilla Ice Cream Cone 4L,"Vanilla Ice Cream Cone, pack: 4L. Brand Fjordal. Sold per Nos.",Fjordal,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",960915589115,,0,150,479.22
NRD-POTA0151,Fjordal Potato Fries 10mm 2.5kg,"Potato Fries 10mm, pack: 2.5kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",944216161037,,0,150,61.13
NRD-CHIC0374,Cape Bay Chicken Breast Whole 5kg,"Chicken Breast Whole, pack: 5kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",941280608237,,0,0,16.5
NRD-MOZZ0451,Fjordal Mozzarella Block 2kg,"Mozzarella Block, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,12,104.45
NRD-SALM0331B,Sisu Salmon Fillet Trim D 5kg (Bulk),"Salmon Fillet Trim D, pack: 5kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",,,0,150,186.4
NRD-MOZZ0400,Cape Bay Mozzarella Shredded 1kg,"Mozzarella Shredded, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",912058100698,CAP406948,0,150,264.7
NRD-CHIC0490,Fjordal Chicken Breast Diced 2kg,"Chicken Breast Diced, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",941290762605,,0,40,211.56
NRD-CHIC0212,Cape Bay Chicken Breast Strips 1kg,"Chicken Breast Strips, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",966384119010,,0,40,280.22
NRD-PUFF0044,Sisu Puff Pastry Block 1kg,"Puff Pastry Block, pack: 1kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",967709448345,,0,3,417.48
NRD-BUTT0347,Cape Bay Butter Unsalted Block 500g,"Butter Unsalted Block, pack: 500g. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,40,384.11
NRD-MOZZ0189,Fjordal Mozzarella Block 1kg,"Mozzarella Block, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,FJO668836,0,150,395.24
NRD-BEEF0354,Fjordal Beef Patty 150g 48s,"Beef Patty 150g, pack: 48s. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",979996305975,,0,0,449.71
NRD-POTA0326,Cape Bay Potato Fries Crinkle 1kg,"Potato Fries Crinkle, pack: 1kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,CAP446150,0,0,68.09
NRD-VANI0427,Golden Pantry Vanilla Ice Cream Tub 4L,"Vanilla Ice Cream Tub, pack: 4L. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,900,273.83
NRD-CHIC0268,Sisu Chicken Breast Diced 2kg,"Chicken Breast Diced, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,SIS809057,0,150,191.8
NRD-PRAW0275,Fjordal Prawn 16/20 2kg,"Prawn 16/20, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",948121329245,FJO235460,0,0,231.7
NRD-BUTT0052,Cape Bay Butter Unsalted Sheet 250g,"Butter Unsalted Sheet, pack: 250g. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",993488215538,CAP926876,0,0,466.48
NRD-CHIC0115,Fjordal Chicken Breast Diced 1kg,"Chicken Breast Diced, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,432.55
NRD-FULL0147,Halberg Full Cream Milk UHT 2L,"Full Cream Milk UHT, pack: 2L. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",946857310744,HAL041417,0,12,454.07
NRD-SQUI0397,Nordvik Squid Ring Breaded 2kg,"Squid Ring Breaded, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,NOR052838,0,900,155.62
NRD-WHIP0442,Golden Pantry Whipping Cream 38% 1L,"Whipping Cream 38%, pack: 1L. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,0,395.94
NRD-FULL0236,Golden Pantry Full Cream Milk Fresh 1L,"Full Cream Milk Fresh, pack: 1L. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",964291823662,,0,3,332.77
NRD-CHIC0464,Golden Pantry Chicken Breast Strips 10kg,"Chicken Breast Strips, pack: 10kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",936165059553,,0,3,406.84
NRD-MISC002,MISC CHARGE,,,All Items > Frozen > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
NRD-POTA0164,Cape Bay Potato Fries 10mm 2.5kg,"Potato Fries 10mm, pack: 2.5kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,3,12.74
NRD-VANI0148,Nordvik Vanilla Ice Cream Tub 6s,"Vanilla Ice Cream Tub, pack: 6s. Brand Nordvik. Sold per Nos.",Nordvik,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",922889156225,,0,3,416.61
NRD-FULL0010,Nordvik Full Cream Milk Fresh 2L,"Full Cream Milk Fresh, pack: 2L. Brand Nordvik. Sold per Nos.",Nordvik,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",996295959265,NOR766779,0,12,322.91
NRD-BEEF0214B,Fjordal Beef Patty 100g 24s (Bulk),"Beef Patty 100g, pack: 24s. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",942247550350,FJO977878,0,0,273.63
NRD-PUFF0056,Golden Pantry Puff Pastry Block 1kg,"Puff Pastry Block, pack: 1kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,GOL344982,0,40,268.25
NRD-PUFF0254,Fjordal Puff Pastry Block 5kg,"Puff Pastry Block, pack: 5kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",932098620909,,0,3,359.17
NRD-POTA0309,Cape Bay Potato Fries 10mm 1kg,"Potato Fries 10mm, pack: 1kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,40,457.59
NRD-POTA0388,Cape Bay Potato Fries 7mm 1kg,"Potato Fries 7mm, pack: 1kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,40,52.93
NRD-PRAW0237,Halberg Prawn PDTO 2kg,"Prawn PDTO, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,HAL896284,0,150,1.52
NRD-CHIC0217,Fjordal Chicken Breast Whole 10kg,"Chicken Breast Whole, pack: 10kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",932029220069,FJO882958,0,40,223.79
NRD-SALM0276,Golden Pantry Salmon Fillet Trim D 5kg,"Salmon Fillet Trim D, pack: 5kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,387.39
NRD-SALM0094,Fjordal Salmon Fillet Side 3kg,"Salmon Fillet Side, pack: 3kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",900816443200,,0,150,206.71
NRD-BUTT0196,Fjordal Butter Unsalted Sheet 5kg,"Butter Unsalted Sheet, pack: 5kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",962072756176,,0,900,98.68
NRD-BEEF0131,Halberg Beef Patty 100g 24s,"Beef Patty 100g, pack: 24s. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",914474754407,HAL088702,0,0,101.85
NRD-PRAW0129,Halberg Prawn 16/20 2kg,"Prawn 16/20, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,HAL315627,0,900,206.52
NRD-BUTT0037,Fjordal Butter Unsalted Sheet 250g,"Butter Unsalted Sheet, pack: 250g. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,900,17.06
NRD-MOZZ0110,Cape Bay Mozzarella Diced 1kg,"Mozzarella Diced, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,12,424.43
NRD-SALM0473,Golden Pantry Salmon Fillet Trim D 1kg,"Salmon Fillet Trim D, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",982184090270,GOL121048,0,3,391.06
NRD-MISC004,OPENING BALANCE,,,All Items > Frozen > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
NRD-BEEF0019,Halberg Beef Patty 150g 12s,"Beef Patty 150g, pack: 12s. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",995942818563,HAL179395,0,900,439.14
NRD-CHIC0058,Sisu Chicken Breast Diced 1kg,"Chicken Breast Diced, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,SIS818300,0,0,358.89
NRD-SALM0440,Fjordal Salmon Fillet Portion 3kg,"Salmon Fillet Portion, pack: 3kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,40,255.09
NRD-VANI0480,Golden Pantry Vanilla Ice Cream Tub 1L,"Vanilla Ice Cream Tub, pack: 1L. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",919010582925,GOL620483,0,0,69.81
NRD-SALM0405,Halberg Salmon Fillet Portion 1kg,"Salmon Fillet Portion, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",987685627194,,0,12,343.95
NRD-CHIC0026,Cape Bay Chicken Breast Diced 2kg,"Chicken Breast Diced, pack: 2kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,CAP866670,0,150,218.78
NRD-MOZZ0415,Golden Pantry Mozzarella Shredded 1kg,"Mozzarella Shredded, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,418.11
NRD-WHIP0005,Cape Bay Whipping Cream 35% 1L,"Whipping Cream 35%, pack: 1L. Brand Cape Bay. Sold per Nos.",Cape Bay,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,40,388.43
NRD-SALM0223,Fjordal Salmon Fillet Portion 5kg,"Salmon Fillet Portion, pack: 5kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",931423096238,FJO978582,0,0,295.94
NRD-PRAW0475,Golden Pantry Prawn 21/25 2kg,"Prawn 21/25, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",909045054552,GOL063983,0,0,194.12
NRD-WHIP0083,Halberg Whipping Cream 35% 1L,"Whipping Cream 35%, pack: 1L. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,HAL066889,0,150,2.65
NRD-FULL0307,Cape Bay Full Cream Milk Fresh 1L,"Full Cream Milk Fresh, pack: 1L. Brand Cape Bay. Sold per Nos.",Cape Bay,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",918979221698,,0,150,99.27
NRD-POTA0366,Halberg Potato Fries Wedge 1kg,"Potato Fries Wedge, pack: 1kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",960548547273,,0,150,198.71
NRD-CHIC0107,Fjordal Chicken Breast Strips 2kg,"Chicken Breast Strips, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,FJO621277,0,150,460.97
NRD-SALM0322,Fjordal Salmon Fillet Trim D 3kg,"Salmon Fillet Trim D, pack: 3kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,365.92
NRD-POTA0394,Fjordal Potato Fries Crinkle 1kg,"Potato Fries Crinkle, pack: 1kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",964883765910,,0,3,102.05
NRD-PRAW0318,Fjordal Prawn 21/25 1kg,"Prawn 21/25, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,413.14
NRD-SQUI0249,Golden Pantry Squid Ring Raw 1kg,"Squid Ring Raw, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,GOL080970,0,150,125.62
NRD-CHIC0379,Golden Pantry Chicken Breast Whole 5kg,"Chicken Breast Whole, pack: 5kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",925965544031,,0,3,368.06
NRD-FULL0416,Fjordal Full Cream Milk Fresh 200ml,"Full Cream Milk Fresh, pack: 200ml. Brand Fjordal. Sold per Nos.",Fjordal,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,12,473.05
NRD-SQUI0381,Sisu Squid Ring Raw 2kg,"Squid Ring Raw, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,103.86
NRD-CHIC0253,Nordvik Chicken Breast Diced 5kg,"Chicken Breast Diced, pack: 5kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,NOR976911,0,3,408.37
NRD-WHIP0230,Nordvik Whipping Cream 38% 1L,"Whipping Cream 38%, pack: 1L. Brand Nordvik. Sold per Nos.",Nordvik,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,12,340.85
NRD-SALM0349,Cape Bay Salmon Fillet Trim D 1kg,"Salmon Fillet Trim D, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",956273313615,,0,0,460.11
NRD-BEEF0165,Fjordal Beef Patty 100g 48s,"Beef Patty 100g, pack: 48s. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",938084468460,FJO630866,0,12,426.05
NRD-PUFF0297,Sisu Puff Pastry Block 2kg,"Puff Pastry Block, pack: 2kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,0,6.21
NRD-PUFF0098,Cape Bay Puff Pastry Block 5kg,"Puff Pastry Block, pack: 5kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,CAP465830,0,0,313.14
NRD-PRAW0245,Golden Pantry Prawn 21/25 1kg,"Prawn 21/25, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,136.85
